index,RowNum,DumpTblNm,DumpFldNm,AccessTblNm,AccessFldNm,IndexOnField,DataFormat,NULL_allowed,ForeignKey,ForeignKeyBaseField
455,393.0,possession_data,measure_code(度量單位),possession_data,c_measure_code,,Integer,1,MEASURE_CODES,c_measure_code
456,,,,POSSESSION_DATA,c_modified_by,,Text,0,,
457,,,,POSSESSION_DATA,c_modified_date,,Text,0,,
458,401.0,possession_data,notes(注),possession_data,c_notes,,Memo,1,,
459,400.0,possession_data,pages(頁碼/條目),possession_data,c_pages,,Text,1,,
460,386.0,possession_data,person_id,possession_data,c_personid,,Long,0,BIOG_MAIN,c_personid
461,389.0,possession_data,possession_act_code(行為<擁有、捐出等>),possession_data,c_possession_act_code,,Integer,0,possession_act_codes,c_possession_act_code
462,390.0,possession_data,possession_desc(財產<英文描述>),possession_data,c_possession_desc,,Text,1,,
463,391.0,possession_data,possession_desc_chn(財產<中文描述>),possession_data,c_possession_desc_chn,,Text,0,,
464,395.0,possession_data,possession_nh_code(年號),possession_data,c_possession_nh_code,,Integer,1,nian_hao,c_nianhao_id
465,396.0,possession_data,possession_nh_yr(年),possession_data,c_possession_nh_yr,,Integer,1,,
466,387.0,possession_data,possession_record_id(紀錄號),possession_data,c_possession_record_id,Primary Key,Long,0,,
467,394.0,possession_data,possession_yr(年份),possession_data,c_possession_yr,,Integer,1,,
468,397.0,possession_data,possession_yr_range(時限),possession_data,c_possession_yr_range,,Integer,1,year_range_codes,c_range_code
469,392.0,possession_data,quantity(數量),possession_data,c_quantity,,Text,1,,
470,388.0,possession_data,sequence(次序),possession_data,c_sequence,,Integer,1,,
471,399.0,possession_data,source(出處),possession_data,c_source,,Long,1,TEXT_CODES,c_textid
472,405.0,post_addr,addrid,POSTED_TO_ADDR_DATA,c_addr_id,Primary Key,Long,0,ADDR_CODES,c_addr_id
473,,,,POSTED_TO_ADDR_DATA,c_office_id,Primary Key,Long,0,OFFICE_CODES,c_office_id
474,403.0,post_addr,personid,POSTED_TO_ADDR_DATA,c_personid,,,0,BIOG_MAIN,c_personid
475,404.0,post_addr,postingid,POSTED_TO_ADDR_DATA,c_posting_id,Primary Key,Long,0,POSTING_DATA,c_posting_id
476,,,,POSTED_TO_ADDR_DATA,c_posting_id_old,,Long,1,,
477,,,,POSTED_TO_ADDR_DATA,tts_sysno,,Long,0,,
478,420.0,post_data,除授類別(c_appt_type_code),POSTED_TO_OFFICE_DATA,c_appt_type_code,,Integer,1,appointment_type_codes,c_appt_type_code
479,421.0,post_data,是否赴任(c_decline/assume_office_code),POSTED_TO_OFFICE_DATA,c_assume_office_code,,Integer,1,assume_office_codes,c_assume_office_code
480,,,,POSTED_TO_OFFICE_DATA,c_created_by,,Text,0,,
481,,,,POSTED_TO_OFFICE_DATA,c_created_date,,Text,0,,
482,,,,POSTED_TO_OFFICE_DATA,c_dy,,Integer,1,dynasties,c_dy
483,412.0,post_data,始年(firstyear),POSTED_TO_OFFICE_DATA,c_firstyear,,Integer,1,,
484,431.0,post_data,始年(日)c_fy_day,POSTED_TO_OFFICE_DATA,c_fy_day,,Integer,1,,
485,433.0,post_data,始年(日干支)c_fy_day_gz,POSTED_TO_OFFICE_DATA,c_fy_day_gz,,Integer,1,GANZHI_CODES,c_ganzhi_code
486,427.0,post_data,始年(閏)(c_fy_intercalary),POSTED_TO_OFFICE_DATA,c_fy_intercalary,,Binary,1,,
487,428.0,post_data,始年(月)c_fy_month,POSTED_TO_OFFICE_DATA,c_fy_month,,Integer,1,,
488,413.0,post_data,始年年號(fy_nh_code),POSTED_TO_OFFICE_DATA,c_fy_nh_code,,Integer,1,nian_hao,c_nianhao_id
489,414.0,post_data,始年年(fy_nh_year),POSTED_TO_OFFICE_DATA,c_fy_nh_year,,Integer,1,,
490,415.0,post_data,始年年限(fy_range),POSTED_TO_OFFICE_DATA,c_fy_range,,Integer,1,year_range_codes,c_range_code
491,,,,POSTED_TO_OFFICE_DATA,c_inst_code,,Long,1,SOCIAL_INSTITUTION_CODES,c_inst_code
492,,,,POSTED_TO_OFFICE_DATA,c_inst_name_code,,Integer,1,SOCIAL_INSTITUTION_NAME_CODES,c_inst_name_code
493,416.0,post_data,終年(lastyear),POSTED_TO_OFFICE_DATA,c_lastyear,,Integer,1,,
494,432.0,post_data,終年(日)c_ly_day,POSTED_TO_OFFICE_DATA,c_ly_day,,Integer,1,,
495,434.0,post_data,終年(日干支)c_ly_day_gz,POSTED_TO_OFFICE_DATA,c_ly_day_gz,,Integer,1,GANZHI_CODES,c_ganzhi_code
496,429.0,post_data,終年(閏)c_ly_intercalary,POSTED_TO_OFFICE_DATA,c_ly_intercalary,,Binary,1,,
497,430.0,post_data,終年(月)c_ly_month,POSTED_TO_OFFICE_DATA,c_ly_month,,Integer,1,,
498,417.0,post_data,(ly_nh_code),POSTED_TO_OFFICE_DATA,c_ly_nh_code,,Integer,1,nian_hao,c_nianhao_id
499,418.0,post_data,(ly_nh_year),POSTED_TO_OFFICE_DATA,c_ly_nh_year,,Integer,1,,
500,419.0,post_data,(ly_range),POSTED_TO_OFFICE_DATA,c_ly_range,,Integer,1,year_range_codes,c_range_code
501,,,,POSTED_TO_OFFICE_DATA,c_modified_by,,Text,0,,
502,,,,POSTED_TO_OFFICE_DATA,c_modified_date,,Text,0,,
503,424.0,post_data,注(c_notes),POSTED_TO_OFFICE_DATA,c_notes,,Memo,1,,
504,426.0,post_data,職官類別(c_office_category_id),POSTED_TO_OFFICE_DATA,c_office_category_id,,Integer,1,OFFICE_CATEGORIES,c_office_category_id
505,408.0,post_data,官名(office_id),POSTED_TO_OFFICE_DATA,c_office_id,Primary Key,Long,0,OFFICE_CODES,c_office_id
506,425.0,post_data,c_office_id_backup,POSTED_TO_OFFICE_DATA,c_office_id_backup,,Long,1,,
507,423.0,post_data,頁碼(pages),POSTED_TO_OFFICE_DATA,c_pages,,Text,1,,
508,407.0,post_data,person_id,POSTED_TO_OFFICE_DATA,c_personid,,Long,0,BIOG_MAIN,c_personid
509,410.0,post_data,posting_id,POSTED_TO_OFFICE_DATA,c_posting_id,Primary Key,Long,0,POSTING_DATA,c_posting_id
510,411.0,post_data,sequence,POSTED_TO_OFFICE_DATA,c_sequence,,Integer,1,,
511,422.0,post_data,出處(source),POSTED_TO_OFFICE_DATA,c_source,,Long,1,TEXT_CODES,c_textid
512,,,,POSTED_TO_OFFICE_DATA,tts_sysno,,Long,0,,
513,,,,POSTING_DATA,c_personid,,Long,0,BIOG_MAIN,c_personid
514,,,,POSTING_DATA,c_posting_id,Primary Key,Long,0,,
515,,,,POSTING_DATA,c_posting_id_old,,Long,1,,
516,,,,POSTING_DATA,tts_sysno,,Long,0,,
517,442.0,scholarytopic,sortorder,SCHOLARLYTOPIC_CODES,c_sortorder,,Integer,0,,
518,,,,SCHOLARLYTOPIC_CODES,c_topic_code,Primary Key,Integer,0,,
519,437.0,scholarytopic,desc,SCHOLARLYTOPIC_CODES,c_topic_desc,,Text,0,,
520,438.0,scholarytopic,descchn,SCHOLARLYTOPIC_CODES,c_topic_desc_chn,,Text,0,,
521,439.0,scholarytopic,tcode,SCHOLARLYTOPIC_CODES,c_topic_type_code,,Integer,0,,
522,440.0,scholarytopic,tdesc,SCHOLARLYTOPIC_CODES,c_topic_type_desc,,Text,0,,
523,441.0,scholarytopic,tdescchn,SCHOLARLYTOPIC_CODES,c_topic_type_desc_chn,,Text,0,,
524,,,,SOCIAL_INSTITUTION_ADDR,c_inst_addr_begin_year,,Integer,1,,
525,,,,SOCIAL_INSTITUTION_ADDR,c_inst_addr_end_year,,Integer,1,,
526,,,,SOCIAL_INSTITUTION_ADDR,c_inst_addr_id,Primary Key,Long,0,ADDR_CODES,c_addr_id
527,,,,SOCIAL_INSTITUTION_ADDR,c_inst_addr_type_code,Primary Key,Integer,0,SOCIAL_INSTITUTION_ADDR_TYPES,c_inst_addr_type_code
528,,,,SOCIAL_INSTITUTION_ADDR,c_inst_code,Primary Key,Long,0,SOCIAL_INSTITUTION_CODES,c_inst_code
529,,,,SOCIAL_INSTITUTION_ADDR,c_inst_name_code,Primary Key,Long,0,SOCIAL_INSTITUTION_CODES,c_inst_name_code
530,,,,SOCIAL_INSTITUTION_ADDR,c_notes,,Memo,0,,
531,,,,SOCIAL_INSTITUTION_ADDR,c_pages,,Text,0,,
532,,,,SOCIAL_INSTITUTION_ADDR,c_source,,Long,0,TEXT_CODES,c_textid
533,,,,SOCIAL_INSTITUTION_ADDR,inst_xcoord,Primary Key,Double,0,,
534,,,,SOCIAL_INSTITUTION_ADDR,inst_ycoord,Primary Key,Double,0,,
535,,,,SOCIAL_INSTITUTION_ADDR_TYPES,c_inst_addr_type_chn,,Text,0,,
536,,,,SOCIAL_INSTITUTION_ADDR_TYPES,c_inst_addr_type_code,Primary Key,Integer,0,,
537,,,,SOCIAL_INSTITUTION_ADDR_TYPES,c_inst_addr_type_desc,,Text,0,,
538,,,,SOCIAL_INSTITUTION_ADDR_TYPES,c_notes,,Text,0,,
539,448.0,school_codes,tdesc,SOCIAL_INSTITUTION_CODES,c_by_nianhao_code,,Integer,0,NIAN_HAO,c_nianhao_id
540,449.0,school_codes,tdescchn,SOCIAL_INSTITUTION_CODES,c_by_nianhao_year,,Integer,0,,
541,,,,SOCIAL_INSTITUTION_CODES,c_by_year_range,,Integer,0,YEAR_RANGE_CODES,c_range_code
542,,,,SOCIAL_INSTITUTION_CODES,c_ey_nianhao_code,,Integer,1,NIAN_HAO,c_nianhao_id
543,,,,SOCIAL_INSTITUTION_CODES,c_ey_nianhao_year,,Integer,1,,
544,,,,SOCIAL_INSTITUTION_CODES,c_ey_year_range,,Integer,0,YEAR_RANGE_CODES,c_range_code
545,,,,SOCIAL_INSTITUTION_CODES,c_inst_begin_dy,,Integer,0,DYNASTIES,c_dy
546,446.0,school_codes,descchn,SOCIAL_INSTITUTION_CODES,c_inst_begin_year,,Integer,0,,
547,444.0,school_codes,code,SOCIAL_INSTITUTION_CODES,c_inst_code,Primary Key,Long,0,,
548,,,,SOCIAL_INSTITUTION_CODES,c_inst_first_known_year,,Integer,0,,
549,,,,SOCIAL_INSTITUTION_CODES,c_inst_floruit_dy,,Integer,0,DYNASTIES,c_dy
550,,,,SOCIAL_INSTITUTION_CODES,c_inst_last_known_year,,Integer,0,,
551,445.0,school_codes,desc,SOCIAL_INSTITUTION_CODES,c_inst_name_code,Primary Key,Long,0,SOCIAL_INSTITUTION_NAME_CODES,c_inst_name_code
552,447.0,school_codes,tcode,SOCIAL_INSTITUTION_CODES,c_inst_type_code,,Integer,0,SOCIAL_INSTITUTION_TYPE_CODES,c_inst_type_code
553,,,,SOCIAL_INSTITUTION_CODES,c_notes,,Memo,0,,
554,,,,SOCIAL_INSTITUTION_CODES,c_pages,,Text,0,,
555,,,,SOCIAL_INSTITUTION_CODES,c_source,,Long,0,TEXT_CODES,c_textid
556,450.0,school_codes,sortorder,SOCIAL_INSTITUTION_CODES,c_year_range,,Integer,0,year_range_codes,c_range_code
557,,,,SOCIAL_INSTITUTION_NAME_CODES,c_inst_name_code,Primary Key,Long,0,,
558,,,,SOCIAL_INSTITUTION_NAME_CODES,c_inst_name_hz,,Text,0,,
559,,,,SOCIAL_INSTITUTION_NAME_CODES,c_inst_name_py,,Text,0,,
560,,,,SOCIAL_INSTITUTION_TYPES,c_inst_type_code,Primary Key,Integer,0,,
561,,,,SOCIAL_INSTITUTION_TYPES,c_inst_type_hz,,Text,0,,
562,,,,SOCIAL_INSTITUTION_TYPES,c_inst_type_py,,Text,0,,
563,,,,STATUS_CODE_TYPE_REL,c_status_code,Primary Key,Integer,0,STATUS_CODES,c_status_code
564,,,,STATUS_CODE_TYPE_REL,c_status_type_code,Primary Key,Text,0,STATUS_TYPES,c_status_type_code
565,452.0,status_codes,code,status_codes,c_status_code,Primary Key,Integer,0,,
566,453.0,status_codes,desc,status_codes,c_status_desc,,Text,0,,
567,454.0,status_codes,descchn,status_codes,c_status_desc_chn,,Text,0,,
568,,,,STATUS_DATA,c_created_by,,Text,0,,
569,,,,STATUS_DATA,c_created_date,,Text,0,,
570,463.0,status_data,始年(c_firstyear),status_data,c_firstyear,,Integer,1,,
571,464.0,status_data,始年年號(c_fy_nh_code),status_data,c_fy_nh_code,,Integer,1,nian_hao,c_nianhao_id
572,465.0,status_data,始年年(c_fy_nh_year),status_data,c_fy_nh_year,,Integer,1,,
573,466.0,status_data,始年期限(c_fy_range),status_data,c_fy_range,,Integer,1,year_range_codes,c_range_code
574,467.0,status_data,終年(c_lastyear),status_data,c_lastyear,,Integer,1,,
575,468.0,status_data,終年年號(c_ly_nh_code),status_data,c_ly_nh_code,,Integer,1,nian_hao,c_nianhao_id
576,469.0,status_data,終年年(c_ly_nh_year),status_data,c_ly_nh_year,,Integer,1,,
577,470.0,status_data,終年期限(c_ly_range),status_data,c_ly_range,,Integer,1,year_range_codes,c_range_code
578,,,,STATUS_DATA,c_modified_by,,Text,0,,
579,,,,STATUS_DATA,c_modified_date,,Text,0,,
580,473.0,status_data,注(c_notes),status_data,c_notes,,Memo,1,,
581,472.0,status_data,頁碼/條目(c_pages),status_data,c_pages,,Text,1,,
582,460.0,status_data,c_personid,status_data,c_personid,Primary Key,Long,0,BIOG_MAIN,c_personid
583,461.0,status_data,c_sequence,status_data,c_sequence,Primary Key,Integer,0,,
584,471.0,status_data,出處(c_source),status_data,c_source,,Long,1,TEXT_CODES,c_textid
585,462.0,status_data,社會區分(c_status_code),status_data,c_status_code,Primary Key,Integer,0,STATUS_CODES,c_status_code
586,,,,STATUS_DATA,c_supplement,,Text,1,,
587,,,,STATUS_TYPES,c_status_type_chn,,Text,0,,
588,,,,STATUS_TYPES,c_status_type_code,Primary Key,Text,0,,
589,,,,STATUS_TYPES,c_status_type_desc,,Text,0,,
590,,,,TEXT_BIBLCAT_CODE_TYPE_REL,c_text_cat_code,Primary Key,Integer,0,TEXT_CAT_CODES,c_text_cat_code
591,,,,TEXT_BIBLCAT_CODE_TYPE_REL,c_text_cat_type_id,Primary Key,Text,0,TEXT_CAT_TYPES,c_text_cat_type_id
592,282.0,genre_codes,code,TEXT_BIBLCAT_CODES,c_text_cat_code,Primary Key,Integer,0,,
593,283.0,genre_codes,desc,TEXT_BIBLCAT_CODES,c_text_cat_desc,,Text,0,,
594,284.0,genre_codes,descchn,TEXT_BIBLCAT_CODES,c_text_cat_desc_chn,,Text,0,,
595,285.0,genre_codes,pinyin,TEXT_BIBLCAT_CODES,c_text_cat_pinyin,,Text,0,,
596,293.0,genre_codes,songshichn,TEXT_BIBLCAT_CODES,c_text_cat_sortorder,,Integer,0,,
597,,,,TEXT_BIBLCAT_TYPES,c_text_cat_type_desc,,Text,0,,
598,,,,TEXT_BIBLCAT_TYPES,c_text_cat_type_desc_chn,,Text,0,,
599,,,,TEXT_BIBLCAT_TYPES,c_text_cat_type_id,Primary Key,Text,0,,
600,,,,TEXT_BIBLCAT_TYPES,c_text_cat_type_level,,Integer,0,,
601,,,,TEXT_BIBLCAT_TYPES,c_text_cat_type_parent_id,,Text,0,,
602,,,,TEXT_BIBLCAT_TYPES,c_text_cat_type_sortorder,,Integer,0,,
603,,,,TEXT_CODES,c_bibl_cat_code,,Integer,1,,
604,,,,TEXT_CODES,c_counter,,Text,1,,
605,,,,TEXT_CODES,c_created_by,,Text,0,,
606,,,,TEXT_CODES,c_created_date,,Text,0,,
607,487.0,texts,存佚狀況(c_extant),text_codes,c_extant,,Integer,1,EXTANT_CODES,c_extant_code
608,,,,TEXT_CODES,c_modified_by,,Text,0,,
609,,,,TEXT_CODES,c_modified_date,,Text,0,,
610,500.0,texts,注(c_notes),text_codes,c_notes,,Memo,1,,
611,,,,TEXT_CODES,c_number,,Text,1,,
612,499.0,texts,頁碼/條目(c_pages),text_codes,c_pages,,Text,1,,
613,484.0,texts,作者所屬年代(c_period),text_codes,c_period,,Text,1,,
614,490.0,texts,出版國(c_pub_country),text_codes,c_pub_country,,Integer,1,COUNTRY_CODES,c_country_code
615,491.0,texts,出版朝代(c_pub_dy),text_codes,c_pub_dy,,Integer,1,DYNASTIES,c_dy
616,496.0,texts,出版地(c_pub_loc),text_codes,c_pub_loc,,Text,1,,
617,493.0,texts,出版(年號)(c_pub_nh_code),text_codes,c_pub_nh_code,,Integer,1,NIAN_HAO,c_nianhao_id
618,494.0,texts,出版(年)(c_pub_nh_year),text_codes,c_pub_nh_year,,Integer,1,,
619,,,,TEXT_CODES,c_pub_notes,,Text,1,,
620,495.0,texts,出版(時限)(c_pub_range_code),text_codes,c_pub_range_code,,Integer,1,YEAR_RANGE_CODES,c_range_code
621,492.0,texts,出版年份(c_pub_year),text_codes,c_pub_year,,Text,1,,
622,497.0,texts,出版商(c_publisher),text_codes,c_publisher,,Text,1,,
623,498.0,texts,出處(c_source),text_codes,c_source,,Long,1,TEXT_CODES,c_textid
624,477.0,texts,拼音前綴(c_suffix_version),text_codes,c_suffix_version,,Text,1,,
625,485.0,texts,著述類別(c_genre_code),text_codes,c_text_cat_code,,Integer,1,TEXT_BIBLCAT_CODES,c_text_cat_code
626,488.0,texts,成書國(c_text_country),text_codes,c_text_country,,Integer,1,COUNTRY_CODES,c_country_code
627,489.0,texts,成書朝代(c_text_dy),text_codes,c_text_dy,,Integer,1,DYNASTIES,c_dy
628,481.0,texts,成書(年號)(c_text_nh_code),text_codes,c_text_nh_code,,Integer,1,NIAN_HAO,c_nianhao_id
629,482.0,texts,成書(年)(c_text_nh_year),text_codes,c_text_nh_year,,Integer,1,,
630,483.0,texts,成書(時限)(c_text_range_code),text_codes,c_text_range_code,,Integer,1,YEAR_RANGE_CODES,c_range_code
631,480.0,texts,成書年份(c_text_year),text_codes,c_text_year,,Integer,1,,
632,475.0,texts,text id,text_codes,c_textid,Primary Key,Long,0,,
633,478.0,texts,書名拼音(c_title),text_codes,c_title,,Text,0,,
634,,,,TEXT_CODES,c_title_alt_chn,,Text,1,,
635,476.0,texts,書名(c_title_chn),text_codes,c_title_chn,,Text,0,,
636,479.0,texts,English Title(c_title_trans),text_codes,c_title_trans,,Text,1,,
637,,,,TEXT_CODES,c_url_api,,Text,1,,
638,,,,TEXT_CODES,c_url_homepage,,Text,1,,
639,,,,TEXT_DATA,c_created_by,,Text,0,,
640,,,,TEXT_DATA,c_created_date,,Text,0,,
641,,,,TEXT_DATA,c_modified_by,,Text,0,,
642,,,,TEXT_DATA,c_modified_date,,Text,0,,
643,,,,TEXT_DATA,c_nh_code,,Integer,1,NIAN_HAO,c_nianhao_code
644,,,,TEXT_DATA,c_nh_year,,Integer,1,,
645,,,,TEXT_DATA,c_notes,,Memo,0,,
646,,,,TEXT_DATA,c_pages,,Text,0,,
647,70.0,bare_authors,c_personid,TEXT_DATA,c_personid,Primary Key,,0,BIOG_MAIN,c_personid
648,,,,TEXT_DATA,c_range_code,,Integer,1,YEAR_RANGE_CODES,c_range_code
649,,,,TEXT_DATA,c_role_id,Primary Key,Integer,0,TEXT_ROLE_CODES,c_role_id
650,,,,TEXT_DATA,c_source,,Long,0,TEXT_CODES,c_textid
651,69.0,bare_authors,著述代碼(c_textid),TEXT_DATA,c_textid,Primary Key,,0,TEXT_CODES,c_textid
652,,,,TEXT_DATA,c_year,,Integer,1,,
653,,,,TEXT_ROLE_CODES,c_role_desc,,Text,0,,
654,,,,TEXT_ROLE_CODES,c_role_desc_chn,,Text,0,,
655,,,,TEXT_ROLE_CODES,c_role_id,Primary Key,Integer,0,,
656,,,,TEXT_TYPE,c_text_type_code,Primary Key,Text,0,,
657,,,,TEXT_TYPE,c_text_type_desc,,Text,0,,
658,,,,TEXT_TYPE,c_text_type_desc_chn,,Text,0,,
659,,,,TEXT_TYPE,c_text_type_level,,Integer,0,,
660,,,,TEXT_TYPE,c_text_type_parent_id,,Text,0,,
661,,,,TEXT_TYPE,c_text_type_sortorder,,Integer,0,,
662,518.0,year_range_codes,approx,year_range_codes,c_approx,,Text,0,,
663,519.0,year_range_codes,approxchn,year_range_codes,c_approx_chn,,Text,0,,
664,516.0,year_range_codes,range,year_range_codes,c_range,,Text,0,,
665,517.0,year_range_codes,chn,year_range_codes,c_range_chn,,Text,0,,
666,515.0,year_range_codes,code,year_range_codes,c_range_code,Primary Key,Integer,0,,
